1;Автошколы;2015-09-08 11:39:53;2015-09-08 11:39:53;1;Обучение
2;Курсы вождения;2015-09-08 11:39:53;2015-09-08 11:39:53;1; 
3;Аренда автомобилей;2015-09-08 11:39:53;2015-09-08 11:39:53;1;Такси, аренда транспорта
4;Аренда грузового  а;2015-09-08 11:39:53;2015-09-08 11:39:53;1; 
5;Аренда спецтехники;2015-09-08 11:39:53;2015-09-08 11:39:53;1; 
6;Службы такси;2015-09-08 11:39:53;2015-09-08 11:39:53;1; 
7;Вскрытие замков;2015-09-08 11:39:53;2015-09-08 11:39:53;1;Автопомощь
8;Эвакуация;2015-09-08 11:39:53;2015-09-08 11:39:53;1; 
9;Грузоперевозки;2015-09-08 11:39:53;2015-09-08 11:39:53;1;Перевозки
10;Пассажирские перевозки;2015-09-08 11:39:53;2015-09-08 11:39:53;1; 
11;ГАИ;2015-09-08 11:39:53;2015-09-08 11:39:53;1;ГАИ, гостехосмотр, штрафстоянки
12;Гостехосмотр;2015-09-08 11:39:53;2015-09-08 11:39:53;1; 
13;Платные парковки;2015-09-08 11:39:53;2015-09-08 11:39:53;1; 
14;Штрафстоянки;2015-09-08 11:39:53;2015-09-08 11:39:53;1; 
15;Запчасти для грузовых авто;2015-09-08 11:39:53;2015-09-08 11:39:53;1;Грузовые авто, спецтехника и прицепы
16;Запчасти для пассажирского  а;2015-09-08 11:39:53;2015-09-08 11:39:53;1; 
17;Запчасти для сельхозтехники;2015-09-08 11:39:53;2015-09-08 11:39:53;1; 
18;Запчасти для спецтехники;2015-09-08 11:39:53;2015-09-08 11:39:53;1; 
19;Продажа грузовых авто;2015-09-08 11:39:53;2015-09-08 11:39:53;1; 
20;Продажа спецтехники;2015-09-08 11:39:53;2015-09-08 11:39:53;1; 
21;Продажа и аренда прицепов;2015-09-08 11:39:53;2015-09-08 11:39:53;1; 
22;Ремонт грузовых авто и спецтехники;2015-09-08 11:39:53;2015-09-08 11:39:53;1; 
23;Магазины автозапчастей;2015-09-08 11:39:53;2015-09-08 11:39:53;1;Запчасти и аксессуары
24;Аккумуляторы и батареи;2015-09-08 11:39:53;2015-09-08 11:39:53;1; 
25;Акустика;2015-09-08 11:39:53;2015-09-08 11:39:53;1; 
26;Масла и автохимия;2015-09-08 11:39:53;2015-09-08 11:39:53;1; 
27;Охранные системы;2015-09-08 11:39:53;2015-09-08 11:39:53;1; 
28;Шины, диски;2015-09-08 11:39:53;2015-09-08 11:39:53;1;
29;Автоломбарды;2015-09-08 11:39:53;2015-09-08 11:39:53;1;Покупка и продажа авто, мототехники
30;Автодилеры;2015-09-08 11:39:53;2015-09-08 11:39:53;1; 
31;Автохаусы;2015-09-08 11:39:53;2015-09-08 11:39:53;1; 
32;Мототехника;2015-09-08 11:39:53;2015-09-08 11:39:53;1; 
33;Тюнинг;2015-09-08 11:39:53;2015-09-08 11:39:53;1;Тюнинг и дополнительное оборудование
34;Аудио,  видеотехника;2015-09-08 11:39:53;2015-09-08 11:39:53;1; 
35;Газовое оборудование;2015-09-08 11:39:53;2015-09-08 11:39:53;1; 
36;Дополнительное оборудование;2015-09-08 11:39:53;2015-09-08 11:39:53;1; 
37;Сигнализация;2015-09-08 11:39:53;2015-09-08 11:39:53;1; 
38;Автомойки,  химчистки;2015-09-08 11:39:53;2015-09-08 11:39:53;1;Автозаправки,  мойки
39;АЗС;2015-09-08 11:39:53;2015-09-08 11:39:53;1;
40;Оборудование для СТО, шиномонтажей и моек;2015-09-08 11:39:53;2015-09-08 11:39:53;1;СТО и ремонт
41;СТО;2015-09-08 11:39:53;2015-09-08 11:39:53;1;
42;Химчистки;2015-09-08 11:39:53;2015-09-08 11:39:53;2;Бытовые услуги
43;Услуги прачечных;2015-09-08 11:39:53;2015-09-08 11:39:53;2; 
44;Клининговые услуги;2015-09-08 11:39:53;2015-09-08 11:39:53;2; 
45;Ритуальные услуги;2015-09-08 11:39:53;2015-09-08 11:39:53;2; 
46;Изготовление ключей;2015-09-08 11:39:53;2015-09-08 11:39:53;2; 
47;Услуги фотоателье;2015-09-08 11:39:53;2015-09-08 11:39:53;2; 
48;Мастер на час;2015-09-08 11:39:53;2015-09-08 11:39:53;2; 
49;Прокат и аренда;2015-09-08 11:39:53;2015-09-08 11:39:53;2; 
50;Ремонт сумок, чемоданов и зонтов;2015-09-08 11:39:53;2015-09-08 11:39:53;2;Ремонтные мастерские
51;Ремонт и пошив одежды;2015-09-08 11:39:53;2015-09-08 11:39:53;2; 
52;Ремонт и пошив обуви;2015-09-08 11:39:53;2015-09-08 11:39:53;2; 
53;Ремонт и изготовление ювелирных изделий;2015-09-08 11:39:53;2015-09-08 11:39:53;2; 
54;Ремонт музыкальных инструментов;2015-09-08 11:39:53;2015-09-08 11:39:53;2; 
55;Ремонт аудио и видеотехники;2015-09-08 11:39:53;2015-09-08 11:39:53;2; 
56;Ремонт фототехники;2015-09-08 11:39:53;2015-09-08 11:39:53;2; 
57;Ремонт компьютерной техники;2015-09-08 11:39:53;2015-09-08 11:39:53;2; 
58;Ремонт бытовой техники;2015-09-08 11:39:53;2015-09-08 11:39:53;2; 
59;Ремонт мобильных телефонов и средств связи;2015-09-08 11:39:53;2015-09-08 11:39:53;2; 
60;ЗАГСы;2015-09-08 11:39:53;2015-09-08 11:39:53;3;Государство и общество
61;Религиозные организации;2015-09-08 11:39:53;2015-09-08 11:39:53;3; 
62;Центры занятости населения;2015-09-08 11:39:53;2015-09-08 11:39:53;3; 
63;Налоговые инспекции;2015-09-08 11:39:53;2015-09-08 11:39:53;3; 
64;Фонды;2015-09-08 11:39:53;2015-09-08 11:39:53;3; 
65;Нотариусы;2015-09-08 11:39:53;2015-09-08 11:39:53;3; 
66;Юридические услуги;2015-09-08 11:39:53;2015-09-08 11:39:53;3; 
67;Посольства и консульства;2015-09-08 11:39:53;2015-09-08 11:39:53;3; 
68;Военкоматы;2015-09-08 11:39:53;2015-09-08 11:39:53;3; 
69;Кадровые агентства;2015-09-08 11:39:53;2015-09-08 11:39:53;3; 
70;Паспортно-визовая служба;2015-09-08 11:39:53;2015-09-08 11:39:53;3; 
71;Прокуратуры;2015-09-08 11:39:53;2015-09-08 11:39:53;3; 
72;Коммунальные службы;2015-09-08 11:39:53;2015-09-08 11:39:53;3; 
73;Санэпидемстанции;2015-09-08 11:39:53;2015-09-08 11:39:53;3; 
74;Органы исполнительной власти;2015-09-08 11:39:53;2015-09-08 11:39:53;3; 
75;Суды;2015-09-08 11:39:53;2015-09-08 11:39:53;3; 
76;Кадастровые агентства;2015-09-08 11:39:53;2015-09-08 11:39:53;3; 
77;Министерства;2015-09-08 11:39:53;2015-09-08 11:39:53;3; 
78;Детские развлекательные центры;2015-09-08 11:39:53;2015-09-08 11:39:53;4;Дети
79;Прокат детских товаров;2015-09-08 11:39:53;2015-09-08 11:39:53;4; 
80;Магазины детских товаров;2015-09-08 11:39:53;2015-09-08 11:39:53;4; 
81;Няни;2015-09-08 11:39:53;2015-09-08 11:39:53;4; 
82;Детские;2015-09-08 11:39:53;2015-09-08 11:39:53;4;
83;Детские сады;2015-09-08 11:39:53;2015-09-08 11:39:53;4; 
84;Центры детского развития;2015-09-08 11:39:53;2015-09-08 11:39:53;4; 
85;Ветаптеки;2015-09-08 11:39:53;2015-09-08 11:39:53;5;Домашние животные
86;Ветклиники;2015-09-08 11:39:53;2015-09-08 11:39:53;5; 
87;Гостиницы для домашних животных;2015-09-08 11:39:53;2015-09-08 11:39:53;5; 
88;Зоомагазины;2015-09-08 11:39:53;2015-09-08 11:39:53;5; 
89;Питомники;2015-09-08 11:39:53;2015-09-08 11:39:53;5; 
90;Салоны красоты для животных;2015-09-08 11:39:53;2015-09-08 11:39:53;5; 
91;Торты на заказ;2015-09-08 11:39:53;2015-09-08 11:39:53;6;Еда
92;Рестораны, кафе;2015-09-08 11:39:53;2015-09-08 11:39:53;6;
93;Кейтеринг;2015-09-08 11:39:53;2015-09-08 11:39:53;6; 
94;Доставка еды;2015-09-08 11:39:53;2015-09-08 11:39:53;6; 
95;Банкетные залы;2015-09-08 11:39:53;2015-09-08 11:39:53;6; 
96;Столовые;2015-09-08 11:39:53;2015-09-08 11:39:53;6; 
97;Аптеки;2015-09-08 11:39:53;2015-09-08 11:39:53;7; Красота и медицина
98;Тату- салоны;2015-09-08 11:39:53;2015-09-08 11:39:53;7; 
99;Фитнес, тренажерные залы;2015-09-08 11:39:53;2015-09-08 11:39:53;7;
100;Солярии;2015-09-08 11:39:53;2015-09-08 11:39:53;7; 
101;Йога;2015-09-08 11:39:53;2015-09-08 11:39:53;7; 
102;SPA-центры;2015-09-08 11:39:53;2015-09-08 11:39:53;7; 
103;Парикмахерские;2015-09-08 11:39:53;2015-09-08 11:39:53;7; 
104;Центры коррекции фигуры;2015-09-08 11:39:53;2015-09-08 11:39:53;7; 
105;Салоны красоты;2015-09-08 11:39:53;2015-09-08 11:39:53;7; 
106;Стоматология;2015-09-08 11:39:53;2015-09-08 11:39:53;7; 
107;Родильные дома;2015-09-08 11:39:53;2015-09-08 11:39:53;7; 
108;Медицинские центры;2015-09-08 11:39:53;2015-09-08 11:39:53;7; 
109;Больницы, госпитали;2015-09-08 11:39:53;2015-09-08 11:39:53;7;
110;Поликлиники;2015-09-08 11:39:53;2015-09-08 11:39:53;7; 
111;Магазины оптики;2015-09-08 11:39:53;2015-09-08 11:39:53;7; 
112;Магазины медтехники;2015-09-08 11:39:53;2015-09-08 11:39:53;7; 
113;Мастера по маникюру и педикюру;2015-09-08 11:39:53;2015-09-08 11:39:53;7; Мастера красоты
114;Визажисты, стилисты;2015-09-08 11:39:53;2015-09-08 11:39:53;7;
115;Массажисты;2015-09-08 11:39:53;2015-09-08 11:39:53;7; 
116;Мастера по эпиляции;2015-09-08 11:39:53;2015-09-08 11:39:53;7; 
117;Косметологи;2015-09-08 11:39:53;2015-09-08 11:39:53;7; 
118;Магазины парфюмерии и косметики;2015-09-08 11:39:53;2015-09-08 11:39:53;8; Магазины, торговые площадки
119;Магазины бытовой химии;2015-09-08 11:39:53;2015-09-08 11:39:53;8; 
120;Ювелирные магазины;2015-09-08 11:39:53;2015-09-08 11:39:53;8; 
121;Магазины музыкальных инструментов;2015-09-08 11:39:53;2015-09-08 11:39:53;8; 
122;Магазины товаров для охоты и рыбалки;2015-09-08 11:39:53;2015-09-08 11:39:53;8; 
123;Магазины канцтоваров;2015-09-08 11:39:53;2015-09-08 11:39:53;8; 
124;Книжные магазины;2015-09-08 11:39:53;2015-09-08 11:39:53;8; 
125;Конфискат, комиссионные магазины;2015-09-08 11:39:53;2015-09-08 11:39:53;8;
126;Продуктовые магазины;2015-09-08 11:39:53;2015-09-08 11:39:53;8; 
127;Магазины товаров для хобби;2015-09-08 11:39:53;2015-09-08 11:39:53;8; 
128;Стоки, секонд-хэнды;2015-09-08 11:39:53;2015-09-08 11:39:53;8; Магазины одежды, обуви, аксессуаров
129;Детская одежда;2015-09-08 11:39:53;2015-09-08 11:39:53;8; 
130;Женская одежда;2015-09-08 11:39:53;2015-09-08 11:39:53;8; 
131;Мужская одежда;2015-09-08 11:39:53;2015-09-08 11:39:53;8; 
132;Магазины обуви;2015-09-08 11:39:53;2015-09-08 11:39:53;8; 
133;Магазины аксессуаров;2015-09-08 11:39:53;2015-09-08 11:39:53;8; 
134;Магазины белья;2015-09-08 11:39:53;2015-09-08 11:39:53;8; 
135;Магазины для беременных;2015-09-08 11:39:53;2015-09-08 11:39:53;8; 
136;Магазины спортивной одежды;2015-09-08 11:39:53;2015-09-08 11:39:53;8; 
137;Магазины бижутерии;2015-09-08 11:39:53;2015-09-08 11:39:53;8; 
138;Магазины верхней одежды;2015-09-08 11:39:53;2015-09-08 11:39:53;8; 
139;Магазины сумок;2015-09-08 11:39:53;2015-09-08 11:39:53;8; 
140;Торговые центры;2015-09-08 11:39:53;2015-09-08 11:39:53;8;Торговые площадки
141;Рынки;2015-09-08 11:39:53;2015-09-08 11:39:53;8; 
142;Магазины ковров;2015-09-08 11:39:53;2015-09-08 11:39:53;8; Магазины товаров для дома
143;Магазины посуды;2015-09-08 11:39:53;2015-09-08 11:39:53;8; 
144;Магазины постельного белья;2015-09-08 11:39:53;2015-09-08 11:39:53;8; 
145;Магазины предметов интерьера;2015-09-08 11:39:53;2015-09-08 11:39:53;8; 
146;Мебельные магазины;2015-09-08 11:39:53;2015-09-08 11:39:53;8; 
147;Магазины светильников и электрики;2015-09-08 11:39:53;2015-09-08 11:39:53;8; 
148;Салоны штор;2015-09-08 11:39:53;2015-09-08 11:39:53;8; 
149;Магазины бытовой техники;2015-09-08 11:39:53;2015-09-08 11:39:53;8; Магазины техники
150;Компьютерная и оргтехника;2015-09-08 11:39:53;2015-09-08 11:39:53;8; 
151;Телефоны и связь;2015-09-08 11:39:53;2015-09-08 11:39:53;8;
152;Фото-, видеотехника;2015-09-08 11:39:53;2015-09-08 11:39:53;8;
153;Игры и развлечения;2015-09-08 11:39:53;2015-09-08 11:39:53;8; 
154;Аудиотехника;2015-09-08 11:39:53;2015-09-08 11:39:53;8; 
155;Агентства недвижимости;2015-09-08 11:39:53;2015-09-08 11:39:53;9;Недвижимость
156;Оценка недвижимости;2015-09-08 11:39:53;2015-09-08 11:39:53;9; 
157;Коммунальные службы;2015-09-08 11:39:53;2015-09-08 11:39:53;9; 
158;Кадастровые агентства;2015-09-08 11:39:53;2015-09-08 11:39:53;9; 
159;Застройщики;2015-09-08 11:39:53;2015-09-08 11:39:53;9; 
160;Коттеджи и агроусадьбы;2015-09-08 11:39:53;2015-09-08 11:39:53;9; 
161;Квартиры на сутки;2015-09-08 11:39:53;2015-09-08 11:39:53;9; 
162;Автошколы;2015-09-08 11:39:53;2015-09-08 11:39:53;10;Образование
163;Повышение квалификации;2015-09-08 11:39:53;2015-09-08 11:39:53;10; 
164;Библиотеки;2015-09-08 11:39:53;2015-09-08 11:39:53;10; 
165;Модельные школы;2015-09-08 11:39:53;2015-09-08 11:39:53;10; 
166;Школы искусств;2015-09-08 11:39:53;2015-09-08 11:39:53;10; 
167;Школы танцев;2015-09-08 11:39:53;2015-09-08 11:39:53;10; 
168;Написание курсовых, дипломных работ;2015-09-08 11:39:53;2015-09-08 11:39:53;10;
169;Репетиторы. Подготовка к ЦТ;2015-09-08 11:39:53;2015-09-08 11:39:53;10; 
170;Тренинги;2015-09-08 11:39:53;2015-09-08 11:39:53;10; 
171;Детские сады;2015-09-08 11:39:53;2015-09-08 11:39:53;10; Учебные заведения
172;Профессиональные колледжи, училища;2015-09-08 11:39:53;2015-09-08 11:39:53;10;
173;Школы;2015-09-08 11:39:53;2015-09-08 11:39:53;10; 
174;Гимназии;2015-09-08 11:39:53;2015-09-08 11:39:53;10; 
175;Лицеи;2015-09-08 11:39:53;2015-09-08 11:39:53;10; 
176;ВУЗЫ;2015-09-08 11:39:53;2015-09-08 11:39:53;10; 
177;Курсы иностранных языков;2015-09-08 11:39:53;2015-09-08 11:39:53;10;Курсы
178;Курсы фотографии и видеосъемки;2015-09-08 11:39:53;2015-09-08 11:39:53;10; 
179;Школы красоты;2015-09-08 11:39:53;2015-09-08 11:39:53;10; 
180;Курсы рабочих специальностей;2015-09-08 11:39:53;2015-09-08 11:39:53;10; 
181;Курсы рукоделия;2015-09-08 11:39:53;2015-09-08 11:39:53;10; 
182;Профессиональные курсы;2015-09-08 11:39:53;2015-09-08 11:39:53;10; 
183;Кулинарные курсы;2015-09-08 11:39:53;2015-09-08 11:39:53;10; 
184;Курсы дизайна;2015-09-08 11:39:53;2015-09-08 11:39:53;10; 
185;IT курсы;2015-09-08 11:39:53;2015-09-08 11:39:53;10; 
186;Курсы видеосъемки;2015-09-08 11:39:53;2015-09-08 11:39:53;10; 
187;Рестораны и кафе;2015-09-08 11:39:53;2015-09-08 11:39:53;10; Отдых и развлечения
188;Сауны, бани;2015-09-08 11:39:53;2015-09-08 11:39:53;10;
