1;Автошколы;2015-09-08 11:39:53;2015-09-08 11:39:53;1;Обучение
189;Ночные клубы;2015-09-08 11:39:53;2015-09-08 11:39:53;10; 
190;Караоке-клубы;2015-09-08 11:39:53;2015-09-08 11:39:53;10; 
191;Детские развлекательные центры;2015-09-08 11:39:53;2015-09-08 11:39:53;10; 
192;Клубы по интересам;2015-09-08 11:39:53;2015-09-08 11:39:53;10; 
193;Выставочные центры, галереи;2015-09-08 11:39:53;2015-09-08 11:39:53;10;
194;Парки культуры и отдыха;2015-09-08 11:39:53;2015-09-08 11:39:53;10; 
195;Дворцы и дома культуры;2015-09-08 11:39:53;2015-09-08 11:39:53;10; 
196;Казино;2015-09-08 11:39:53;2015-09-08 11:39:53;10;Игорные заведения
197;Залы игровых автоматов;2015-09-08 11:39:53;2015-09-08 11:39:53;10; 
198;Бильярд;2015-09-08 11:39:53;2015-09-08 11:39:53;10;Развлечения
199;Театры;2015-09-08 11:39:53;2015-09-08 11:39:53;10; 
200;Кинотеатры;2015-09-08 11:39:53;2015-09-08 11:39:53;10; 
201;Цирки;2015-09-08 11:39:53;2015-09-08 11:39:53;10; 
202;Музеи;2015-09-08 11:39:53;2015-09-08 11:39:53;10; 
203;Концертные площадки;2015-09-08 11:39:53;2015-09-08 11:39:53;10; 
204;Зоопарки и дельфинарии;2015-09-08 11:39:53;2015-09-08 11:39:53;10; 
205;Лазертаг;2015-09-08 11:39:53;2015-09-08 11:39:53;10; 
206;Картинг, дрифтинг;2015-09-08 11:39:53;2015-09-08 11:39:53;10;
207;Тиры;2015-09-08 11:39:53;2015-09-08 11:39:53;10; 
208;Дайвинг;2015-09-08 11:39:53;2015-09-08 11:39:53;10; 
209;Страйкбол;2015-09-08 11:39:53;2015-09-08 11:39:53;10; 
210;Квесты, приключения;2015-09-08 11:39:53;2015-09-08 11:39:53;10;
211;Пейнтбол;2015-09-08 11:39:53;2015-09-08 11:39:53;10; 
212;Верховая езда;2015-09-08 11:39:53;2015-09-08 11:39:53;10; 
213;Боулинг;2015-09-08 11:39:53;2015-09-08 11:39:53;10; 
214;Аквапарки;2015-09-08 11:39:53;2015-09-08 11:39:53;10; 
215;Букмекерские конторы;2015-09-08 11:39:53;2015-09-08 11:39:53;11;Спорт
216;Прокат и аренда;2015-09-08 11:39:53;2015-09-08 11:39:53;11; 
217;Спортивные школы, секции;2015-09-08 11:39:53;2015-09-08 11:39:53;11;
218;Спортивное питание;2015-09-08 11:39:53;2015-09-08 11:39:53;11;Магазины
219;Спортивные товары, снаряжение;2015-09-08 11:39:53;2015-09-08 11:39:53;11;
220;Магазины спортивной одежды;2015-09-08 11:39:53;2015-09-08 11:39:53;11; 
221;Товары для отдыха и туризма;2015-09-08 11:39:53;2015-09-08 11:39:53;11; 
222;Товары для рыбалки и охоты;2015-09-08 11:39:53;2015-09-08 11:39:53;11; 
223;Магазины велосипедов;2015-09-08 11:39:53;2015-09-08 11:39:53;11; 
224;Бассейны;2015-09-08 11:39:53;2015-09-08 11:39:53;11; Спортивные центры
225;Гольф клубы;2015-09-08 11:39:53;2015-09-08 11:39:53;11; 
226;Горнолыжные центры;2015-09-08 11:39:53;2015-09-08 11:39:53;11; 
227;Катки;2015-09-08 11:39:53;2015-09-08 11:39:53;11; 
228;Спортивные комплексы;2015-09-08 11:39:53;2015-09-08 11:39:53;11; 
229;Теннисные корты;2015-09-08 11:39:53;2015-09-08 11:39:53;11; 
230;Фитнес, тренажерные залы;2015-09-08 11:39:53;2015-09-08 11:39:53;11;
231;Йога;2015-09-08 11:39:53;2015-09-08 11:39:53;11; 
232;Артисты;2015-09-08 11:39:53;2015-09-08 11:39:53;12;Праздники
233;Ведущие;2015-09-08 11:39:53;2015-09-08 11:39:53;12; 
234;Детские праздники;2015-09-08 11:39:53;2015-09-08 11:39:53;12; 
235;Аренда оборудования;2015-09-08 11:39:53;2015-09-08 11:39:53;12; 
236;Оформление и декор;2015-09-08 11:39:53;2015-09-08 11:39:53;12; 
237;Полиграфия;2015-09-08 11:39:53;2015-09-08 11:39:53;12; 
238;Подарки и сувениры;2015-09-08 11:39:53;2015-09-08 11:39:53;12; 
239;Праздничные агентства;2015-09-08 11:39:53;2015-09-08 11:39:53;12; 
240;Свадебные, вечерние салоны;2015-09-08 11:39:53;2015-09-08 11:39:53;12;
241;Карнавальные костюмы;2015-09-08 11:39:53;2015-09-08 11:39:53;12; 
242;Свадебный кортеж;2015-09-08 11:39:53;2015-09-08 11:39:53;12; 
243;Шоу-программы;2015-09-08 11:39:53;2015-09-08 11:39:53;12; 
244;Видеосъёмка;2015-09-08 11:39:53;2015-09-08 11:39:53;12; 
245;Фотосъёмка;2015-09-08 11:39:53;2015-09-08 11:39:53;12; 
246;Магазины цветов;2015-09-08 11:39:53;2015-09-08 11:39:53;12; 
247;Торты на заказ;2015-09-08 11:39:53;2015-09-08 11:39:53;12; 
248;Двери, фурнитура;2015-09-08 11:39:53;2015-09-08 11:39:53;13;Отделка и декор
249;Лестницы;2015-09-08 11:39:53;2015-09-08 11:39:53;12; 
250;Напольные покрытия;2015-09-08 11:39:53;2015-09-08 11:39:53;13; 
251;Окна;2015-09-08 11:39:53;2015-09-08 11:39:53;13; 
252;Обои;2015-09-08 11:39:53;2015-09-08 11:39:53;13; 
253;Отделочные материалы для внутренних работ;2015-09-08 11:39:53;2015-09-08 11:39:53;13; 
254;Плитка;2015-09-08 11:39:53;2015-09-08 11:39:53;13; 
255;Потолки, сопутствующие товары;2015-09-08 11:39:53;2015-09-08 11:39:53;13;
256;Предметы интерьера,  декор;2015-09-08 11:39:53;2015-09-08 11:39:53;13; 
257;Сантехника;2015-09-08 11:39:53;2015-09-08 11:39:53;13; 
258;Светильники,  электрика;2015-09-08 11:39:53;2015-09-08 11:39:53;13; 
259;Стекла, витражи, зеркала;2015-09-08 11:39:53;2015-09-08 11:39:53;13;
260;Шторы, жалюзи;2015-09-08 11:39:53;2015-09-08 11:39:53;13;
261;Бетон, сыпучие материалы;2015-09-08 11:39:53;2015-09-08 11:39:53;13;Материалы для строительства
262;Железобетонные изделия;2015-09-08 11:39:53;2015-09-08 11:39:53;13; 
263;Изоляция;2015-09-08 11:39:53;2015-09-08 11:39:53;13; 
264;Камень, изделия из камня;2015-09-08 11:39:53;2015-09-08 11:39:53;13;
265;Кровельные материалы;2015-09-08 11:39:53;2015-09-08 11:39:53;13; 
266;Лакокрасочная продукция;2015-09-08 11:39:53;2015-09-08 11:39:53;13; 
267;Металл: конструкции, изделия, прокат;2015-09-08 11:39:53;2015-09-08 11:39:53;13;
268;Пиломатериалы;2015-09-08 11:39:53;2015-09-08 11:39:53;13; 
269;Стеновые и кладочные материалы;2015-09-08 11:39:53;2015-09-08 11:39:53;13; 
270;Сухие строительные смеси;2015-09-08 11:39:53;2015-09-08 11:39:53;13; 
271;Трубопроводная арматура;2015-09-08 11:39:53;2015-09-08 11:39:53;13; 
272;Фасадные материалы;2015-09-08 11:39:53;2015-09-08 11:39:53;13; 
273;Строительные супермаркеты;2015-09-08 11:39:53;2015-09-08 11:39:53;13;Строительные торговые площадки
274;Дизайн помещений;2015-09-08 11:39:53;2015-09-08 11:39:53;13;Услуги по строительству и ремонту
275;Комплексный ремонт под ключ;2015-09-08 11:39:53;2015-09-08 11:39:53;13; 
276;Отделочные работы;2015-09-08 11:39:53;2015-09-08 11:39:53;13; 
277;Отопление. Газоснабжение;2015-09-08 11:39:53;2015-09-08 11:39:53;13; 
278;Подведение коммуникаций;2015-09-08 11:39:53;2015-09-08 11:39:53;13; 
279;Проектирование. Смета;2015-09-08 11:39:53;2015-09-08 11:39:53;13; 
280;Сантехнические работы;2015-09-08 11:39:53;2015-09-08 11:39:53;13; 
281;Строительство зданий и сооружений;2015-09-08 11:39:53;2015-09-08 11:39:53;13; 
282;Услуги грузчиков, мувинг;2015-09-08 11:39:53;2015-09-08 11:39:53;13;
283;Электромонтажные работы;2015-09-08 11:39:53;2015-09-08 11:39:53;13; 
284;Кровельные работы;2015-09-08 11:39:53;2015-09-08 11:39:53;13; 
285;Корпусная мебель;2015-09-08 11:39:53;2015-09-08 11:39:53;13;Мебель
286;Мебельная фурнитура;2015-09-08 11:39:53;2015-09-08 11:39:53;13; 
287;Мягкая мебель;2015-09-08 11:39:53;2015-09-08 11:39:53;13; 
288;Ремонт мебели;2015-09-08 11:39:53;2015-09-08 11:39:53;13; 
289;Специализированная мебель;2015-09-08 11:39:53;2015-09-08 11:39:53;13; 
290;Стулья и кресла;2015-09-08 11:39:53;2015-09-08 11:39:53;13; 
291;Кухни;2015-09-08 11:39:53;2015-09-08 11:39:53;13; 
292;Контрольно-измерительные приборы;2015-09-08 11:39:53;2015-09-08 11:39:53;13;Инструмент и оборудование
293;Отопительное оборудование;2015-09-08 11:39:53;2015-09-08 11:39:53;13; 
294;Охранные системы, видеонаблюдение;2015-09-08 11:39:53;2015-09-08 11:39:53;13;
295;Системы кондиционирования и вентиляции;2015-09-08 11:39:53;2015-09-08 11:39:53;13; 
296;Строительный инструмент;2015-09-08 11:39:53;2015-09-08 11:39:53;13; 
297;Строительная техника и оборудование;2015-09-08 11:39:53;2015-09-08 11:39:53;13; 
298;Электрооборудование;2015-09-08 11:39:53;2015-09-08 11:39:53;13; 
299;Бани, сауны;2015-09-08 11:39:53;2015-09-08 11:39:53;13;Благоустройство территории
300;Бассейны;2015-09-08 11:39:53;2015-09-08 11:39:53;13; 
301;Беседки, садовая мебель;2015-09-08 11:39:53;2015-09-08 11:39:53;13;
302;Все для сада и огорода;2015-09-08 11:39:53;2015-09-08 11:39:53;13; 
303;Ворота, ограждения;2015-09-08 11:39:53;2015-09-08 11:39:53;13;
304;Ландшафтный дизайн;2015-09-08 11:39:53;2015-09-08 11:39:53;13; 
305;Уличное освещение;2015-09-08 11:39:53;2015-09-08 11:39:53;13; 
306;Интернет-провайдеры;2015-09-08 11:39:53;2015-09-08 11:39:53;14;Связь
307;Операторы связи;2015-09-08 11:39:53;2015-09-08 11:39:53;14; 
308;Телевидение;2015-09-08 11:39:53;2015-09-08 11:39:53;14; 
309;Почтовые отделения;2015-09-08 11:39:53;2015-09-08 11:39:53;14; 
310;Серверное оборудование;2015-09-08 11:39:53;2015-09-08 11:39:53;14; 
311;Сетевое оборудование;2015-09-08 11:39:53;2015-09-08 11:39:53;14; 
312;Аренда легковых автомобилей и автобусов;2015-09-08 11:39:53;2015-09-08 11:39:53;14; Транспорт
313;Службы такси;2015-09-08 11:39:53;2015-09-08 11:39:53;14; 
314;Пассажирские перевозки;2015-09-08 11:39:53;2015-09-08 11:39:53;14; 
315;Грузоперевозки;2015-09-08 11:39:53;2015-09-08 11:39:53;14; 
316;Железнодорожные вокзалы;2015-09-08 11:39:53;2015-09-08 11:39:53;14; 
317;Автовокзалы;2015-09-08 11:39:53;2015-09-08 11:39:53;14; 
318;Речные вокзалы;2015-09-08 11:39:53;2015-09-08 11:39:53;14; 
319;Аэропорты;2015-09-08 11:39:53;2015-09-08 11:39:53;14; 
320;Общественный городской транспорт;2015-09-08 11:39:53;2015-09-08 11:39:53;14; 
321;Туристические компании;2015-09-08 11:39:53;2015-09-08 11:39:53;15;Туризм и путешествия
322;Коттеджи и агроусадьбы;2015-09-08 11:39:53;2015-09-08 11:39:53;15; 
323;Посольства и консульства;2015-09-08 11:39:53;2015-09-08 11:39:53;15; 
324;Авиакомпании;2015-09-08 11:39:53;2015-09-08 11:39:53;15; 
325;Гостиницы;2015-09-08 11:39:53;2015-09-08 11:39:53;15; 
326;Санатории;2015-09-08 11:39:53;2015-09-08 11:39:53;15; 
327;Базы отдыха;2015-09-08 11:39:53;2015-09-08 11:39:53;15; 
328;Визовая поддержка;2015-09-08 11:39:53;2015-09-08 11:39:53;15; 
329;Квартиры на сутки;2015-09-08 11:39:53;2015-09-08 11:39:53;15; 
330;Детские оздоровительные лагеря;2015-09-08 11:39:53;2015-09-08 11:39:53;15; 
331;Охотничьи угодья;2015-09-08 11:39:53;2015-09-08 11:39:53;15; 
332;Рыболовные угодья;2015-09-08 11:39:53;2015-09-08 11:39:53;15; 
333;Страхование;2015-09-08 11:39:53;2015-09-08 11:39:53;16;Финансы
334;Банки;2015-09-08 11:39:53;2015-09-08 11:39:53;16; 
335;Заемные компании и общества;2015-09-08 11:39:53;2015-09-08 11:39:53;16; 
336;Банкоматы;2015-09-08 11:39:53;2015-09-08 11:39:53;16; 
337;Ломбарды;2015-09-08 11:39:53;2015-09-08 11:39:53;16; 
338;Моцная картка;2015-09-08 11:39:53;2015-09-08 11:39:53;16; 
339;Ведомства;2015-09-08 11:39:53;2015-09-08 11:39:53;16; 
340;Биржи;2015-09-08 11:39:53;2015-09-08 11:39:53;16; 
341;Торгово - промышленная палата;2015-09-08 11:39:53;2015-09-08 11:39:53;16; 
342;Адвокаты;2015-09-08 11:39:53;2015-09-08 11:39:53;17;B2B
343;Аудит;2015-09-08 11:39:53;2015-09-08 11:39:53;17; 
344;Банковское оборудование;2015-09-08 11:39:53;2015-09-08 11:39:53;17; 
345;Бюро переводов;2015-09-08 11:39:53;2015-09-08 11:39:53;17; 
346;Веб-студии;2015-09-08 11:39:53;2015-09-08 11:39:53;17; 
347;Инкубаторы малого предпринимательства;2015-09-08 11:39:53;2015-09-08 11:39:53;17; 
348;Кадровые агентства;2015-09-08 11:39:53;2015-09-08 11:39:53;17; 
349;Канцтовары;2015-09-08 11:39:53;2015-09-08 11:39:53;17; 
350;Конференц-залы;2015-09-08 11:39:53;2015-09-08 11:39:53;17; 
351;Органы контроля за финансовой деятельностью и ценными бумагам;2015-09-08 11:39:53;2015-09-08 11:39:53;17; 
352;Офисная техника;2015-09-08 11:39:53;2015-09-08 11:39:53;17; 
353;Охрана труда;2015-09-08 11:39:53;2015-09-08 11:39:53;17; 
354;Охранные системы;2015-09-08 11:39:53;2015-09-08 11:39:53;17; 
355;Печати, штампы;2015-09-08 11:39:53;2015-09-08 11:39:53;17;
356;Полиграфия, издательства;2015-09-08 11:39:53;2015-09-08 11:39:53;17;
357;Продажа бизнеса;2015-09-08 11:39:53;2015-09-08 11:39:53;17; 
358;Регистрация, ликвидация предприятий;2015-09-08 11:39:53;2015-09-08 11:39:53;17;
359;Рекламные агентства, продакшн студии;2015-09-08 11:39:53;2015-09-08 11:39:53;17;
360;Сейфы;2015-09-08 11:39:53;2015-09-08 11:39:53;17; 
361;Сертификация;2015-09-08 11:39:53;2015-09-08 11:39:53;17; 
362;Торговое оборудование;2015-09-08 11:39:53;2015-09-08 11:39:53;17; 
363;Хостинг;2015-09-08 11:39:53;2015-09-08 11:39:53;17; 
364;Программное обеспечение;2015-09-08 11:39:53;2015-09-08 11:39:53;17; 
365;Центры поддержки предпринимательства;2015-09-08 11:39:53;2015-09-08 11:39:53;17; 
366;Экология;2015-09-08 11:39:53;2015-09-08 11:39:53;17; 
367;Экспертиза;2015-09-08 11:39:53;2015-09-08 11:39:53;17; 
368;Услуги;2015-09-08 11:39:53;2015-09-08 11:39:53;17; 
369;Бухгалтерский учет;2015-09-08 11:39:53;2015-09-08 11:39:53;17; 
370;Консалтинговые услуги;2015-09-08 11:39:53;2015-09-08 11:39:53;17; 
371;Курьерские услуги;2015-09-08 11:39:53;2015-09-08 11:39:53;17; 
372;Лизинговые услуги;2015-09-08 11:39:53;2015-09-08 11:39:53;17; 
373;Нотариальные услуги;2015-09-08 11:39:53;2015-09-08 11:39:53;17; 
374;Патентные услуги;2015-09-08 11:39:53;2015-09-08 11:39:53;17; 
375;Складские услуги;2015-09-08 11:39:53;2015-09-08 11:39:53;17; 
376;Таможенные услуги;2015-09-08 11:39:53;2015-09-08 11:39:53;17; 
377;Юридические услуги;2015-09-08 11:39:53;2015-09-08 11:39:53;17;
